image_url,flat_bridge_projection_url,medium_bridge_projection_url,tall_bridge_projection_url,flat_tip_projection_url,medium_tip_projection_url,tall_tip_projection_url,bridge_style_upturned_url,bridge_style_straight_url,bridge_style_downturned_url,tip_style_upturned_url,tip_style_straight_url,tip_style_downturned_url,width_narrow_url,width_medium_url,width_wide_url,nasal_hump_url,no_nasal_hump_url
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/1.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/10.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/100.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/1000.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/10000.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/10001.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/10002.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/10003.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/10004.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/train/10005.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection1.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection2.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/projection3.jpg.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/flattip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/mediumtip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/talltip.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_UPTURNED_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_STRAIGHT_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/BRIDGE_STYLE_DOWNTURN_REF.png,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/17603.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/5036.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/NARROW_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/MEDIUM_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/WIDTH_WIDTH.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/nasalhumpyes.jpg,https://tag-based-avatar-images.s3.us-west-1.amazonaws.com/cleanFairFace/10214.jpg
